,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,Comments,Tags
100,English,1085,University of Chicago,Ian,,Desai,2211646,1,good,TEACHER,PROFESSOR,5.0,"[""literally the best professor i've ever had. super attentive, kind, and knowledgeable. seriously wouldn't have made it through this year without him.""]","['Gives good feedback', 'Inspirational', 'Caring', 'Gives good feedback', 'Inspirational', 'Caring']"
101,Humanities,1085,University of Chicago,Daniel,,Desormeaux,1434781,0,zero,TEACHER,PROFESSOR,N/A,[],[]
102,Business,1085,University of Chicago,Waverly,,Deutsch,1457477,1,good,TEACHER,PROFESSOR,5.0,['So freakin awesome! had her for elements of entrepreneurship as part of the csp summer course! so much fun to talk to!!'],[]
103,English,1085,University of Chicago,Robert,,Devendorf,814335,4,poor,TEACHER,PROFESSOR,2.2,"['He must have greatly improved.   He is an outstanding prof (grad student).  These other commenters must have gotten bad grades.  I received a B, but still really enjoyed this class and the teaching quality.', 'No Comments', 'Popous and arrogant.  Who does he think he is?', 'An absolute and total idiot. Thankfully, just a grad student still, not a full timer.']",[]
104,Marketing,1085,University of Chicago,Sanjay,,Dhar,887626,4,good,TEACHER,PROFESSOR,3.5,"['Took summer 2017. Punitive attendance policy designed target those most likely to rate him honestly and remove them from the pool. This is likely to hide the fact that the material is dated, and only really useful to those who have a time machine and want to go back to dominate the 1995 marketing scene. Otherwise one should avoid at all costs.', 'Marketing Management with Sanjay rocked!', 'Professor had a fine course and taught it well but was the perfect example of those who cant do teach. In a class room full of accomplished executive MBA students from various disciplines he had all the right answers - if you disagreed you were wrong. He is personable and teaches well, but he does not like his ideas challenged.', 'Terrific professor.  If you have no interest in business, you should still take his class.  He is brilliant.']","['Amazing lectures', 'Gives good feedback', 'Respected', 'Gives good feedback', 'Respected', 'Amazing lectures']"
105,Chemistry,1085,University of Chicago,Bryan,,Dickinson,2321364,0,zero,TEACHER,PROFESSOR,N/A,[],[]
106,Social Science,1085,University of Chicago,Andrew,,Dilts,1547636,0,zero,TEACHER,PROFESSOR,N/A,[],[]
107,Chemistry,1085,University of Chicago,Aaron,,Dinner,2126303,1,average,TEACHER,PROFESSOR,2.5,"[""This man is hilarious to observe. He doesn't open his mouth when he speaks, and it's awesome!""]","['Tough grader', 'Lots of homework', 'Hilarious']"
108,Computer Science,1085,University of Chicago,Sebastien,,Donadio,2642285,0,zero,TEACHER,PROFESSOR,N/A,[],[]
109,History,1085,University of Chicago,Fred,,Donner,978590,2,good,TEACHER,PROFESSOR,5.0,"['Professor Donner is a witty and well informed lecturer. He is an authority on early Islamic history and stands at the forefront of many of the debates being had among near East historians. In a field of study often marred by polarization, Donner emerges as a lone voice of moderation, and his insights will transform your thinking on early Islam.', ""Dr. Donner is amazing.  He's funny, clear, extremely willing to help students, and generally just a wonderful professor.  I'm also convinced that he's actually Indiana Jones.  All of his pictures of the Middle East are taken from behind bushes or while leaving someplace, suggesting dashing adventures...""]","['Amazing lectures', 'Gives good feedback', 'Respected']"
110,Computer Science,1085,University of Chicago,Anshu,,Dubey,1108973,0,zero,TEACHER,PROFESSOR,N/A,[],[]
111,Art History,1085,University of Chicago,Nina,,Dubin,1362672,0,zero,TEACHER,PROFESSOR,N/A,[],[]
112,Biology,1085,University of Chicago,Jennifer,,Dugas-Ford,960102,0,zero,TEACHER,PROFESSOR,N/A,[],[]
113,Economics,1085,University of Chicago,Mark,,Duggan,141461,4,good,TEACHER,PROFESSOR,4.1,"['he now teaches at Stanford University and is very engaging!', 'He is great', 'No Comments', 'No Comments']","['Inspirational', 'Test heavy', 'Accessible outside class', 'Inspirational', 'ACCESSIBLE OUTSIDE CLASS', 'TEST HEAVY']"
114,English,1085,University of Chicago,Paul,,Durica,1867935,1,average,TEACHER,PROFESSOR,3.0,"[""Paul is mostly a good guy and very passionate about historical interest writing.  However, he exhibits a judgmental streak with regard to what's acceptable writing content, exploits everyone's resources with useless assignments even he doesn't have time to evaluate, and isn't interested in who his students are as writers or as people.""]",[]
115,Science,1085,University of Chicago,Amgad,,Elgowainy,2206044,1,good,TEACHER,PROFESSOR,5.0,['The professor was very helpful and responsive to help students more understand with the material or with the assignments.'],"['Clear grading criteria', 'Gives good feedback', 'Graded by few things', 'Gives good feedback', 'Clear grading criteria', 'GRADED BY FEW THINGS']"
116,Chemistry,1085,University of Chicago,Greg,,Engel,2664449,1,poor,TEACHER,PROFESSOR,2.0,"['Expect to be teaching yourself in this class, and for your ""labs"" to not be actual lab related stuff, but rather reading and doing insanely long summaries of research done by his friends that isn\'t relevant to the course']","['Lots of homework', 'Lots of homework']"
117,Social Work,1085,University of Chicago,Malitta,,Engstrom,1210636,7,good,TEACHER,PROFESSOR,4.7,"['Malitta Rocks!!! SSA is a better place because of educators like her! She is empowering!', 'Malitta is an extremely a knowledgeable, articulate and friendly professor. She really understands and is committed to social work, and is a great mentor for people entering the field. Someone mentioned that she is brusk outside of class. I think more accurately, she seems busy. If you set an appointment with her, she is really nice.', 'She is great educator.  She can be brusk in person though.', 'Professor Engstrom is the real deal! She knows her stuff and knows how to teach it. We are lucky to have her in the program.', 'No Comments', ""I had Malitta for Health/Mental Health in Family Systems and it was one of the best classes I ever had at SSA.  She's fabulous!"", ""I loved having Dr. E. as my professor.  She's smart and fun.  I think she really cares about the students in her class.  Dr. E rocks!""]",[]
118,Religion,1085,University of Chicago,Curtis,,Evans,1905319,0,zero,TEACHER,PROFESSOR,N/A,[],[]
119,Physics,1085,University of Chicago,Daniel,C,Fabrycky,2427331,1,poor,TEACHER,PROFESSOR,1.0,"[""My rating of 1/5 is a warning to anyone needing special accommodation. Prof. Fabrycky kicked me out of ASTR 26100 for asking for an extension, despite my letter from Disability Services allowing me to do so. He put in extra effort to make sure I couldn't even audit the coursea clear act of discrimination. If you need accommodation, be warned.""]","['Gives good feedback', 'Accessible outside class', 'Gives good feedback', 'ACCESSIBLE OUTSIDE CLASS']"
120,Psychology,1085,University of Chicago,Samantha,P.,Fan,2544947,0,zero,TEACHER,PROFESSOR,N/A,[],[]
121,History,1085,University of Chicago,Constantin,,Fasolt,132378,7,good,TEACHER,PROFESSOR,4.3,"[""Let me be clear: Professor Fasolt was the best professor I had at Chicago.  I had him for European Civ and The Reformation in Germany.  He can elucidate extremely complex topics with a single, illuminating anecdote.  He does not accept slacking (in a loving, German way) but he helped me a lot on my thesis although I wasn't even in his department."", ""Excellent. The best professor I've had yet. He's great at leading discussion and has an incredible understanding of history. He's really made me want to be a historian."", ""I am a mathematics major but I love history.  His European Civilization class lived up to my expectations and I was really bummed out when I learned he wouldn't be teaching a second quarter.  He is by far the best teacher I've had outside my concentration, and would highly recommend him to anyone else."", 'Interesting texts, but discussions are often lacking because he seems not to want to inject anything into it.', 'Very knowledgeable', ""Fasolt is infurating.  His idea of leading a discussion is talking back and forth with one or two kids.  His idea of clarity is assigning a paper of 4 to 15 pages, and giving no direction whatsoever.  In class and out you'll regret this one all term."", 'Interesting guy, knows a lot about Europe.']",[]
122,English,1085,University of Chicago,Frances,,Ferguson,1945638,2,good,TEACHER,PROFESSOR,4.5,"['Prof. Ferguson facilitates amazing discussion sessions. She made me actually care about the humanities core and writing. The only drawback, however, is that she is a very tough grader, both in papers and participation. I do not think anybody in my class received an A. Besides that, if you want a great HUM experience, definitely take her class.', 'Prof. Ferguson facilitates amazing discussion sessions. She made me actually care about the humanities core and writing. The only drawback, however, is that she is a very tough grader, both in papers and participation. I do not think anybody in my class received an A. Besides that, if you want a great HUM experience, definitely take her class.', ""She's really nice and you can get away without talking in class sometimes but it will hurt your grade. Overall, though, she was a great teacher and I really enjoyed the class.""]","['Get ready to read', 'Tough grader', 'Participation matters', 'Clear grading criteria', 'Would take again', 'Get ready to read', 'Participation matters', 'Tough grader']"
123,Philosophy,1085,University of Chicago,Scott,,Ferrill,1857369,0,zero,TEACHER,PROFESSOR,N/A,[],[]
124,Literature,1085,University of Chicago,Don,,Fette,767163,3,good,TEACHER,PROFESSOR,4.0,"['Great professor. Really felt my writing improve dramatically over the course of the semester. Cannot recommend Dr. Fette enough.', ""Really laid back professor. Rambles a lot in class but when it comes time to write, he really knows what he's talking about. Came out of the class actually feeling like I'm a better writer, which is rare with my English classes. He's got some crazy stories. Overall he's a genius. My best professor this semester."", ""Brilliant guy who seems like he was crazy when he was younger, good teacher who's really passionate about English but the class gets pretty boring at times. Chill guy though and pretty easy class overall""]",[]
125,Law,1085,University of Chicago,Barry,,Fields,978533,1,good,TEACHER,PROFESSOR,5.0,"[""He's an extremely helpful professor and is so approachable.  He is also really interested in the material and his students.  I truly believe everyone who can should take a class with him.""]",[]
126,Biology,1085,University of Chicago,Beatrice,,Fineschi,924372,8,good,TEACHER,PROFESSOR,4.5,"['She is wonderful.', 'She is wonderful.', 'Great professor, really loves teaching.', 'Easy class. No homework/final. We were allowed a cheat sheet in all midterms and labs were fun and engaging', ""Prof. Fineschi is entertaining and enthusiastic even though most people in Core Bio aren't too interested in bio. I enjoyed the labs, which were pretty straightforward, and I was actually able to learn a lot."", ""Gets a bad rep from students who don't pay attention in her class. Her lectures are clear and the material isn't overwhelming, as long as you DO pay attention. There's no textbook for this class per se, just outside readings on topics related to what's covered in class."", 'No Comments', ""Very nice! A bit tough when it comes to exams - poses questions without explicitly stating what you need to know the answer. It's her way of checking if YOU know what should be included.  Very willing to help, both in class and outside of class.  Wants you to do well! :)"", ""Knowledgeable and likes teaching. Has difficulty getting the class involved, but it probably doesn't help that she teaches THE class that no one takes by choice.""]","['Clear grading criteria', 'Caring', 'EXTRA CREDIT', 'Amazing lectures', 'Hilarious', 'Respected', 'Accessible outside class', 'Caring', 'Clear grading criteria', 'Amazing lectures', 'Caring', 'Clear grading criteria', 'Caring', 'Clear grading criteria', 'Hilarious', 'EXTRA CREDIT']"
127,Languages,1085,University of Chicago,Ariela,,Finkelstein,365561,5,good,TEACHER,PROFESSOR,4.8,"[""She's the sweetest and nicest teacher ever! Although she slips some politically incorrect comments occasionally they just sound funny. She's the best."", 'Wonderful teacher, super nice and highly effective.', ""Ariela cares so much about making sure everyone is learning Hebrew and about everyone's lives outside of class. I only had her for 6 weeks in the summer, but she made that time so memorable. She also does a lot of outside activities like Israeli restaurants and mix CDs for her students. She's great!"", ""The best teacher ever. Makes learning Hebrew fun and easy! She also cares about her students and always teaches creatively. She has high standards and gives out a lot of work, but it's always reasonable and effective."", 'Everyone loves Ariela!']",[]
128,Anthropology,1085,University of Chicago,Michael,,Fisch,2462562,0,zero,TEACHER,PROFESSOR,N/A,[],[]
129,History,1085,University of Chicago,Sheila,,Fitzpatrick,996166,2,good,TEACHER,PROFESSOR,4.0,"['Professor Fitzpatrick has formidable reputation in the field of Soviet history. Loves historiography. However, when it comes to dealing with students she is dismissive, impatient and often just downright mean. As a lecturer - good, as a faculty adviser or reader - terrible. Avoid.', 'Amazing']",[]
130,History,1085,University of Chicago,Cornell,,Fleischer,1115719,1,good,TEACHER,PROFESSOR,4.5,"['Extremely directed, famous, so I took it with him. Kind of eccentric, out there, but a nice guy, very generous.']",[]
131,Philosophy,1085,University of Chicago,Anton,,Ford,2664451,1,good,TEACHER,PROFESSOR,5.0,"[""Discussion heavy course but very interesting. A few lengthy papers but you don't have to do all the readings to do well on them. Classes can take hilarious detours sometimes."", ""Discussion heavy course but very interesting. A few lengthy papers but you don't have to do all the readings to do well on them. Classes can take hilarious detours sometimes.""]","['Clear grading criteria', 'Hilarious', 'Respected', 'Respected', 'Clear grading criteria', 'Hilarious']"
132,Philosophy,1085,University of Chicago,Michael,,Forster,260383,13,good,TEACHER,PROFESSOR,3.6,"['He reads his book out loud. Useless. Get a life.', 'He is very knowledgeable, very kind, and very engaging as a lecturer.', 'Obsessed with Johann Gottfried von Herder relative to the general philosophy community. Made us buy a $45 Herder book which he edited.', ""Forster is brilliant.  He is dry as dust, and won't appeal to those who really love class discussions.  However, he does field questions at all times during his lectures and is quite adept at answering them.  Go to his office hours.  Not a difficult grader, and if you keep your ears open, you're liable to be let in on totally new ideas every class."", ""Arrogent, gets side tracked too much. If you want to learn the info you have to go to office hours. He didn't seem like he wanted to be teaching HUM in the first place."", 'Took his history of philosophy course in the summer.  He is brilliant and knows so much - but he often just reads from his notes.', 'Brilliant. Sometimes he gets side-tracked though, so you have to go to office hours to get some info that he left out that is pertinent to the paper. Very well versed in Greek and knows classics very very well', 'His lectures brim with brilliant insights and his encyclopedia-like knowledge of Homer and Plato is jaw-dropping. Learned more in his class than I did during all four years of high school. Very soft-spoken, lectures peppered with dry British humor. Sometimes hard to hear. Eager to help students.', 'No Comments', 'His lectures were impeccable and inspirational.  It seemed that every class brought a new revelation to a logical, eager first-year.  The reading assignment were not taxing, and the paper topics were essentially rehashing of class lectures, but it was still far better than random student discussion.', 'Good teacher', ""I had a completely different experience with forster than the one below. He's very helpful and loves it when students go to his office hours. He also slightly resembles a slightly older James Bond."", ""After numerous emails, calls, conversations with his assistant, and numerous submissions, three years later I don't have a grade on a paper.  Terrible teacher.  I had to pay for another class so I could grauate on time.""]",[]
133,Languages,1085,University of Chicago,Jason,,Fowler,1324266,0,zero,TEACHER,PROFESSOR,N/A,[],[]
134,Literature,1085,University of Chicago,Ariel,,Fox,2704308,0,zero,TEACHER,PROFESSOR,N/A,[],[]
135,Social Science,1085,University of Chicago,Morrie,,Fred,806613,5,average,TEACHER,PROFESSOR,2.5,"['Prof. Fred is a great person!', 'Prof. Fred is a great person!', 'assigns huge amounts of texts that are never referenced, grading is subjective and feedback is minimal- interrupts students while speaking, course has no structure, assignments are many but useless. professor is aloof and unavailable, very critical and judgmental hidden behind a smile. most useless class and course ever.', 'anth of disability', 'Clear and helpful.', 'No Comments']","['Gives good feedback', 'Lots of homework', 'Respected', 'Gives good feedback', 'Respected', 'Lots of homework']"
136,Chemistry,1085,University of Chicago,Karl,,Freed,194310,6,poor,TEACHER,PROFESSOR,1.2,"[""The hardest exams ever. Everyone failed the final. He doesn't teach; the class has about 200 students in it but on a given non-exam day, about 30 would show up."", ""talks quietly as if telling a secret about chemistry ONLY to the first two rows.  Maybe that's why i found the class so hard, i didnt hear all those secrets... the prob sets were fairly difficult, and the tests were broad in converage."", 'No Comments', 'He basically stood up in front of the class and read the textbook to us. Nice. Can I be a chemistry professor?', ""Ugh. eye-crossingly dull doesn't even describe his lectures. and the tests were ridiculously hard."", 'Had the most ridiculously difficult exams, with questions no one understood for sure.']",[]
137,International Studies,1085,University of Chicago,Michael,,Freeman,519595,0,zero,TEACHER,PROFESSOR,N/A,[],[]
138,Anthropology,1085,University of Chicago,Paul,,Friedrich,1513623,0,zero,TEACHER,PROFESSOR,N/A,[],[]
139,Humanities,1085,University of Chicago,Stephen,,Gabel,1889191,1,poor,TEACHER,PROFESSOR,1.0,['Beware this professor! He will make your life miserable!!!'],[]
140,Criminal Justice,1085,University of Chicago,Sarah,,Gad,2624428,0,zero,TEACHER,PROFESSOR,N/A,[],[]
141,Mathematics,1085,University of Chicago,Nir,,Gadish,2195636,2,average,TEACHER,PROFESSOR,3.0,"['Very good at explaining math.', 'Hardest Tests of all Calc teachers. Beware.']","['Tough grader', 'Inspirational', 'Caring', 'Lecture heavy', 'Test heavy', 'Inspirational', 'ACCESSIBLE OUTSIDE CLASS', 'Caring', 'Tough Grader', 'TEST HEAVY', 'LECTURE HEAVY']"
142,Economics,1085,University of Chicago,David,,Galenson,141501,12,poor,TEACHER,PROFESSOR,2.4,"[""Words cannot describe how rude this professor is; the most dislikable man I've ever met.  He will publicly humiliate anyone who doesn't defer to his **presumed** unwavering authority and regularly proposes failing students, which he mentions he has done in the past."", ""Just an awful human being! He's an amazing writer and really knows his stuff, it's a shame however that the material is largely irrelevant in his class, only his sadistic and useless socratic method matters. Pop quizzes galore, even if you do the reading be sure to memorize every word. Also he's a nazi with electronics. Avoid him like the plague."", ""Class was very entertaining so long as his wrath was not directed at you. He is very intelligent but likes to berate students. If you don't mind a hostile class environment this is the class for you"", ""He is the most bitter, self-absorbed professor I have had - and thats saying something coming from a physics and econ background at UC.  IF he would just get over whatever has carved a huge chip in his shoulder and focus on teaching he would be one of the best professors I've had.  But he is pretty terrible.  Read before class or cry in class."", 'I completely agree that this guy is not interested in teaching; he is interested in power plays with students. His uses his own articles like Bible and seems to get joy out of humiliating students.', 'Do the reading and talk in class.  Also, go to office hours!  Many students complain about him but never actually ask him for help.', ""This guy is not interested in teaching; he is interested in power plays with students, and since he's the teacher and you're the student, guess which position you're in.  Interesting readings, but you could have gotten that from the reading list instead of attending class, which is a sick perversion of the Socratic method."", ""If you take his class, do the reading or he will make you cry in front of the class. I've seen it done. If you do the reading and talk in class and don't take his arrogance to seriously, you should get by. And he doesn't use the internet. At all."", ""Great Professor. Seriously, take his class and judge for yourself. You might get yelled at once in a while, but just sit back and think about how he's probably an middle-aged miserable man, and that he doesn't really mean it. You'll learn more in his class than in four years here."", 'Arrogant PUNK. Basically it is a course is reading his mind. Not much of an historian or an economist if you ask me. Do not take this class!', ""engaging in class, though arrogant and unclear on what he's driving at ."", ""Arrogant **** and it's not like he's brilliant or anything.""]","['Beware of pop quizzes', 'Tough grader', 'Get ready to read', 'Participation matters', ""Skip class? You won't pass."", 'Tough Grader', 'Get ready to read', 'BEWARE OF POP QUIZZES']"
143,Psychology,1085,University of Chicago,David,,Gallo,2629348,0,zero,TEACHER,PROFESSOR,N/A,[],[]
144,English,1085,University of Chicago,Edgar,,Garcia,2085898,0,zero,TEACHER,PROFESSOR,N/A,[],[]
145,Chemistry,1085,University of Chicago,Zbigniew,,Gasyna,1110768,2,average,TEACHER,PROFESSOR,3.3,"['Despite previous review(s) ZG is a great professor. I will level that his class is difficult and that he expects more than most. However, his cruelty is only extended to those that demonstrate incompetence through coming to labs unprepared ad unread. If the effort is put forth ZG is very friendly, funny, and respectful.', ""ZG is the meanest teacher I have ever had in 15 years of schooling. He has ridiculously high standards and refuses to help students meet those standards. He is rude, cruel, if his goal is to show that laboratory work is arduous, boring, and painful, he couldn't do a better job.""]","['Tough grader', 'Hilarious', 'Respected', 'Tough Grader', 'Respected', 'Hilarious']"
146,Physics,1085,University of Chicago,Stuart,,Gazes,235191,13,good,TEACHER,PROFESSOR,4.1,"['The grading is based on homework, labs (mandatory completion), midterms, and a final. Prof. Gazes makes the funniest jokes and experiments in class and is extremely hilarious. He once did an imitation of Citizen Kane during a lecture. Amazing professor, 10/10 would recommend his class.', 'The grading is based on homework, labs (mandatory completion), midterms, and a final. Prof. Gazes makes the funniest jokes and experiments in class and is extremely hilarious. He once did an imitation of Citizen Kane during a lecture. Amazing professor, 10/10 would recommend his class.', 'WHAT A GUY. You gotta love him.', ""There's nobody like Stuart Gazes. His lectures are a blast, and he cares about each student's success in the class. I would want to sit in his other classes just to see him."", ""Lord help you if you ever have an administrative thing to ask of this man. Takes immense pleasure in dishing out senseless no's."", 'Best physics professor hands down. He makes you feel that you can do the work without the stress! You feel empowered in his class!!', ""Excellent guy. Very clear, always willing to explain concepts more clearly, and wasn't afraid to crack a joke in class. Never made you feel inadequate. Highly recommended."", 'Nicest guy ever, tried really hard to make people feel that they could do quantum.  Always was around to answer questions and never made you feel like you were unimportant.  While clearly a genius, he never made you feel bad', 'He is boring and has stupid policies for homework/tests.  He is horrible in comparison to Yah Wah', ""He's great. After I had Abella, Gazes actually helped me get interested in Physics again. Take his class- you'll learn so much (and without all that stress, too)."", ""I was a member of the first class of the new curriculum, and as such, a guinea pig, I mean pioneer. He was exactly what you'd expect from an administrator teacher: seemingly incompetent. He once tried to reprimand me for disrupting class. Good times!"", 'Excellent, clear professor', 'Nice guy, helpful, very clear lectures.', 'The classic cheesy physics prof: Part bumbling idiot, part ultra nerd.']","['Hilarious', 'Amazing lectures', 'Caring', 'Lots of homework', 'Respected', 'Lots of homework', 'Hilarious', 'Amazing lectures']"
147,Computer Science,1085,University of Chicago,Adam,,Gerber,2209543,2,average,TEACHER,PROFESSOR,2.5,"['Good lecturer - clearly passionate about what he is teaching. He definitely knows the topic well, which is why it might be hard for him to teach ""easier"" courses since he often does a deep dive. But if you ask questions and proactively learn, you will gain a lot from his classes.', ""Worst lecturer ever. It is hard for this condescending makeup artist knows little about cs to to teach in the science and in general. He is a dictatorial aloof. Don't take his class, you will have his smirk and bs. All the above is an understatement. A real PhD is taking up his position as lecturer. Value your time and money. Avoid at all cost.""]","['Gives good feedback', 'Lots of homework', 'Hilarious', 'Respected', 'Gives good feedback', 'Respected', 'LOTS OF HOMEWORK', 'Hilarious']"
148,History,1085,University of Chicago,Michael,,Geyer,955645,0,zero,TEACHER,PROFESSOR,N/A,[],[]
149,Literature,1085,University of Chicago,Saeed,,Ghahremani,2265996,2,poor,TEACHER,PROFESSOR,1.0,"['Poor teaching skills. confusing book, corrosive personality. Not worth the waste of money, time, or energy.', 'Pretty easy course. Class is straightforward. Professor is mediocre.']","['Graded by few things', 'GRADED BY FEW THINGS']"
150,Languages,1085,University of Chicago,Anastasia,,Giannakidou,1801533,0,zero,TEACHER,PROFESSOR,N/A,[],[]
151,Economics,1085,University of Chicago,Mike,,Gibbs,887628,6,good,TEACHER,PROFESSOR,4.8,"['Amazing teacher. Really cares about his students and engages them in unusual ways. He is very accessible. Gives great tests with problems relevant to topics discussed in class with a humorous spin based on jokes from lectures. Easily the best teacher I had in my time at Chicago.', 'Too easy - he shies away from even basic calculus.  But a great teacher and clearly explains.  Although he has a political skew towards libertarian he is rational and does concede on clear arguments.  Overall a top-notch lecturer and great program director.', 'This course is ""too easy""!  He doesn\'t provide proofs or give us the strong analytical framework I thought the University of Chicago would require for economics.', 'Extremely helpful.  Understands his field very very very well.', 'Great guy and great class material', 'Very passionate about microeconomics.  Is extremely  humorous in lecture.  Tests are very fair.  What U of C is all about.']","['Amazing lectures', 'Hilarious', 'Respected']"
152,Mathematics,1085,University of Chicago,Victor,,Ginzburg,247650,0,zero,TEACHER,PROFESSOR,N/A,[],[]
153,Psychology,1085,University of Chicago,Linda,,Ginzel,712825,2,good,TEACHER,PROFESSOR,4.8,"[""One of the better professors I've had at Booth."", '']",[]
154,Social Science,1085,University of Chicago,Charles,,Glaser,899551,2,good,TEACHER,PROFESSOR,4.8,"['Professor Glaser is just incredible, brilliant; you need to take his course! I heard amazing things about him so I took the course, and I understand why! You just want to hear every single thing he says because he is just so intelligent and insightful. Lot of reading but essential for foundation. I wish we had more time with him directly. No book.', 'Professor Glaser is simply amazing. He is approachable, articulate, and extremely passionate about what he teaches. He is one of the best Public Policy professors at the University of Chicago.']","['Get ready to read', 'Amazing lectures', 'Would take again']"
155,Sociology,1085,University of Chicago,Julian,,Go,251821,0,zero,TEACHER,PROFESSOR,N/A,[],[]
156,Psychology,1085,University of Chicago,Susan,,Goldin-Meadow,524944,7,average,TEACHER,PROFESSOR,2.6,"['Really unhelpful and makes everything needlessly difficult for a student to do well in her class. Get ready to feel talked down to if you take a class with her', ""Seems to have highly selective attention. Only listens to some students while ignoring others, so don't bother if you're not among her CLEAR favorites. Kind of unapproachable and can be rude to students depending on her mood. Also makes you buy her textbook which is over $100. Seriously."", ""very fake and egotistical. Don't expect much help from her or her TAs"", 'Cynical and jaded professor--clearly time for her to retire. Condescending and demeaning to students at times, made an otherwise interesting course miserable because of her attitude towards instruction and discussion.', ""Language Acquisition was the single best class I had in my graduate career, and I wasn't even in Psych. Smart, unassuming, encouraging, and devoted."", 'Susan is a fabulous professor and is clearly passionate about her field of expertise. She has a dynamic lecturing style and responds extremely well to comments and questions from both graduate and undergraduate students. She is best described as fascinating, nurturing, and brilliant.', 'Knows her sh*t.']",[]
157,Mathematics,1085,University of Chicago,Andrew,,Goldstein,2704466,0,zero,TEACHER,PROFESSOR,N/A,[],[]
158,Humanities,1085,University of Chicago,Yaroslav,,Gorbachov,1672804,1,good,TEACHER,PROFESSOR,5.0,['The best professor at the UFC!!'],"['Amazing lectures', 'Inspirational', 'Accessible outside class', 'Inspirational', 'ACCESSIBLE OUTSIDE CLASS', 'Amazing lectures']"
159,Music,1085,University of Chicago,Wayne,,Gordon,1413453,0,zero,TEACHER,PROFESSOR,N/A,[],[]
160,Business,1085,University of Chicago,John,,Gould,1598758,0,zero,TEACHER,PROFESSOR,N/A,[],[]
161,Anthropology,1085,University of Chicago,Sarah,,Graff,1210836,4,average,TEACHER,PROFESSOR,2.5,"[""I la la loooooooove Professor Graff. One of the most intellectual and down to earth professors that I have ever had. She is super cute, super interesting and super cool. The work load isn't too bad and the readings are extremely intriguing. DEF take this class =)"", 'Not the worst teach but I learned absolutely nothing in her class.  She assigns no homework besides reading, but is very unclear about what she wants in your papers.  Not much time to write them, and if you go in for help, she says everything is good, then gives you a C when you turn it in. get someone else', ""She gives a LOT of reading to do with not much time but minimal homework compared to other teachers.  Class isn't that interesting overall and neither is she. Doesn't give much time for essays and it is often unclear as to what she wants you to write about.  More helpful in one on one conversations.  All in all, not the easiest or best teacher."", 'This woman is insane. And she has a really obnoxious voice. She graded students down for not using gender neutral language in an essay.']",[]
162,Engineering,1085,University of Chicago,Daniel,,Graupe,802607,5,good,TEACHER,PROFESSOR,4.9,"['I did it fur the lulz', 'Very interesting course work. Loads of assignments , one midterm and a final project. regular attendance and being on par with the course work will easily give you good grade !! Obsessed about Artificial Neural Network ? Best professor to study it under :)', 'I liked the class and it was very informative. Very nice professor. All hws are programming ones and they are very fun to do once you figure out how the network should be designed. Easy to get a decent  grade if you attend class fairly regularly and pay attention in class. Midterm is not that bad and final project is what you make of it. Enjoy!', 'Very nice professor. Home works are pretty hard but he support you by giving sample projects. If he feel that you learn something from the course you will get your A. Also it is very good course to put your hand in neural networks. You should have some programming background to be able to do final project and homework. any of MATLAB, C++ or JAVA.', 'No Comments']","['Tough grader', 'Lots of homework', 'Beware of pop quizzes']"
163,History,1085,University of Chicago,Adam,,Green,1439737,1,good,TEACHER,PROFESSOR,5.0,['Amazing American History professor! Demanding at times but expectation reasonable overall.'],[]
164,Biology,1085,University of Chicago,William,,Green,2158473,0,zero,TEACHER,PROFESSOR,N/A,[],[]
165,Chemistry,1085,University of Chicago,William,,Green,2158474,0,zero,TEACHER,PROFESSOR,N/A,[],[]
166,Biology,1085,University of Chicago,Jean,,Greenberg,1589933,0,zero,TEACHER,PROFESSOR,N/A,[],[]
167,Geology,1085,University of Chicago,Lawrence,,Grossman,2167996,1,poor,TEACHER,PROFESSOR,1.0,"['No textbook or syllabus.  Lectures on cosmochemistry  only.  The professor is an expert in the field but very ill-tempered and very demanding.  There were no midterms and homework was strangely graded by assigning ""points earned"" without saying the total points possible.  Very hard grader.']","['Tough grader', 'Lecture heavy', 'Graded by few things', 'Tough Grader', 'GRADED BY FEW THINGS', 'LECTURE HEAVY']"
168,Mathematics,1085,University of Chicago,Nicolas,,Guay,297514,0,zero,TEACHER,PROFESSOR,N/A,[],[]
169,Sociology,1085,University of Chicago,,,Guiterrez,496836,0,zero,TEACHER,PROFESSOR,N/A,[],[]
170,Biology,1085,University of Chicago,Juan,,Guiterrez,1069210,0,zero,TEACHER,PROFESSOR,N/A,[],[]
171,History,1085,University of Chicago,Joanna,,Guldi,1223337,0,zero,TEACHER,PROFESSOR,N/A,[],[]
172,Computer Science,1085,University of Chicago,Haryadi,,Gunawi,2470374,0,zero,TEACHER,PROFESSOR,N/A,[],[]
173,Art History,1085,University of Chicago,Tom,,Gunning,685668,1,good,TEACHER,PROFESSOR,5.0,"['Tom is one of the most brilliant minds in film theory.  His classes on Hitchcock, Horror, and the Avant-Garde were not to be missed when I was at school with him.  His lectures were so loved by students that people would sit in on them whether they were taking the course or not. Truly a brilliant man and filled with a sheer love for film.']","['Tough grader', 'Amazing lectures', 'Respected']"
